Item,Meaning_Mnem,Reading_Mnem,Meaning_Score,Reading_Score,Meaning_User,Reading_User,Info,Last_Updated
v大砲,,,,,,,,Wed Feb 18 2015 12:27:12 GMT-0500 (EST)
v研究室,,,,,,,,Thu May 09 2019 07:26:45 GMT-0400 (EDT)
v研究,,,,,,,,Wed May 20 2020 08:56:21 GMT-0400 (EDT)
v明朗,,,,,,,,Sun Feb 15 2015 09:28:41 GMT-0500 (EST)
v空襲,,,,,,,,Sun Feb 22 2015 20:10:00 GMT-0500 (EST)
v懲りる,,,,,,,,Sun Feb 15 2015 09:31:36 GMT-0500 (EST)
v異状,,,,,,,,Sun Feb 15 2015 09:31:42 GMT-0500 (EST)
v欠乏,,,,,,,,Mon Mar 02 2015 13:39:59 GMT-0500 (EST)
v刑事,,,,,,,,Tue Mar 03 2015 23:20:20 GMT-0500 (EST)
v弾く,,,,,,,,Thu Dec 03 2015 04:14:02 GMT-0500 (EST)
v金庫,,,,,,,,Sun Feb 15 2015 09:33:03 GMT-0500 (EST)
v逃がす,,,,,,,,Fri Jan 29 2016 05:34:01 GMT-0500 (EST)
v焦がす,,,,,,,,Sun Feb 15 2015 09:42:16 GMT-0500 (EST)
v反抗する,,,,,,,,Sun Feb 15 2015 09:42:31 GMT-0500 (EST)
k秘,,,,,,,,Sun Feb 15 2015 09:43:36 GMT-0500 (EST)
v離れる,,,,,,,,Sun Feb 15 2015 09:44:41 GMT-0500 (EST)
k俺,,,,,,,,Sun Feb 15 2015 09:45:42 GMT-0500 (EST)
v免れる,,"You want <span class=""highlight-vocabulary"">to escape from</span> prison but you totally mess up, and  your only <span class=""highlight-radical"">excuse</span> is that you are not used to the <span class=""highlight-reading"">manu</span>al gear shift of the <span class=""highlight-reading"">car</span> (まぬか). What a poor excuse...",,0,,c,,Fri Aug 16 2019 04:25:33 GMT-0400 (EDT)
v渡す,,,,,,,redfr:3410,Sun Feb 15 2015 09:45:47 GMT-0500 (EST)
k謙,,,,,,,,Thu May 07 2015 16:22:30 GMT-0400 (EDT)
v運ぶ,,!,,,,c,,Thu Jul 30 2020 01:21:38 GMT-0400 (EDT)
v太る,,,,,,,,Tue Apr 02 2019 19:12:06 GMT-0400 (EDT)
v傷める,,,,,,,,Wed Mar 18 2015 08:25:29 GMT-0400 (EDT)
v抜き出す,,,,,,,,Sun Feb 15 2015 09:50:29 GMT-0500 (EST)
v迷子,,,,,,,,Sun Feb 15 2015 09:50:41 GMT-0500 (EST)
k削,,,,,,,,Sun Feb 15 2015 09:50:45 GMT-0500 (EST)
v検問する,,,,,,,,Fri Jun 29 2018 22:48:31 GMT-0400 (EDT)
v判子,,,,,,,,Sun Sep 09 2018 08:06:24 GMT-0400 (EDT)
v病床,,,,,,,redfr:3420,Sun Feb 15 2015 09:51:46 GMT-0500 (EST)
v憲法,,,,,,,redfr:3421,Sun Feb 15 2015 09:51:50 GMT-0500 (EST)
k諾,,"When you are French and you agree, you say D'accord! (だくor).",,0,,c,,Tue May 12 2020 06:55:29 GMT-0400 (EDT)
v磁場,,,,,,,,Sun Feb 15 2015 09:52:46 GMT-0500 (EST)
v鮮魚,,,,,,,,Sun Feb 15 2015 09:53:17 GMT-0500 (EST)
v承諾,,,,,,,,Sun Feb 15 2015 09:53:40 GMT-0500 (EST)
v壊れ物,,,,,,,,Sun Feb 15 2015 09:54:18 GMT-0500 (EST)
v野菜,,,,,,,,Sun Feb 15 2015 09:54:41 GMT-0500 (EST)
v不等,,,,,,,redfr:8586,Fri Dec 27 2019 09:20:47 GMT-0500 (EST)
v差し上げる,,,,,,,,Sun Feb 15 2015 09:56:52 GMT-0500 (EST)
v故障,,,,,,,redfr:8367,Thu Feb 23 2017 02:36:06 GMT-0500 (EST)
v寸,,,,,,,,Sun Feb 15 2015 10:03:35 GMT-0500 (EST)
k潔,,,,,,,,Sun Feb 15 2015 10:04:05 GMT-0500 (EST)
k侍,,,,,,,,Sun Feb 15 2015 10:04:19 GMT-0500 (EST)
k板,,,,,,,,Mon Jun 11 2018 20:41:02 GMT-0400 (EDT)
k展,,,,,,,,Sun Feb 15 2015 10:04:29 GMT-0500 (EST)
v無縁,,,,,,,,Tue Feb 17 2015 08:15:19 GMT-0500 (EST)
v滑り台,,,,,,,,Mon Feb 16 2015 08:10:57 GMT-0500 (EST)
v編者,,,,,,,,Wed Feb 18 2015 09:30:47 GMT-0500 (EST)
k忍,,,,,,,,Sun Feb 15 2015 10:05:32 GMT-0500 (EST)
v俺ら,,,,,,,,Sun Feb 15 2015 10:06:40 GMT-0500 (EST)
v移す,,,,,,,,Sun Feb 15 2015 10:06:49 GMT-0500 (EST)
v故に,,,,,,,,Sun Feb 15 2015 10:07:00 GMT-0500 (EST)
k叱,,,,,,,,Sun Feb 15 2015 10:07:17 GMT-0500 (EST)
v翌月,,,,,,,,Sun Feb 15 2015 10:07:24 GMT-0500 (EST)
v反攻,,,,,,,,Sun Feb 15 2015 10:07:29 GMT-0500 (EST)
v編む,,,,,,,,Sun Feb 15 2015 10:07:36 GMT-0500 (EST)
v俺たち,,,,,,,redfr:3449,Sun Feb 15 2015 10:07:38 GMT-0500 (EST)
v半径,,,,,,,,Sun Feb 15 2015 10:07:44 GMT-0500 (EST)
k農,,!,,,,c,,Wed Jul 29 2020 15:21:58 GMT-0400 (EDT)
v弱い,,,,,,,,Wed May 20 2020 09:03:37 GMT-0400 (EDT)
k話,,,,,,,redfr:8516,Tue Jan 01 2019 14:36:42 GMT-0500 (EST)
k災,,,,,,,redfr:6215,Mon Apr 20 2015 11:54:46 GMT-0400 (EDT)
v役割,,,,,,,,Sat Apr 07 2018 18:46:34 GMT-0400 (EDT)
k狭,,,,,,,,Sun Feb 15 2015 10:43:01 GMT-0500 (EST)
v表現,,,,,,,,Sat Apr 07 2018 19:22:51 GMT-0400 (EDT)
k載,,,,,,,,Tue Mar 03 2015 02:06:52 GMT-0500 (EST)
v備える,,You should provide/equip a SONAR (or SAUNA).,,0,,c,,Mon Jan 06 2020 09:10:53 GMT-0500 (EST)
v輪,,,,,,,redfr:3836,Mon Feb 16 2015 02:17:01 GMT-0500 (EST)
v共犯者,,,,,,,,Sat Jun 30 2018 13:10:37 GMT-0400 (EDT)
v感触,,,,,,,,Fri May 15 2015 10:36:13 GMT-0400 (EDT)
v記載,,,,,,,redfr:8341,Thu Feb 02 2017 21:54:28 GMT-0500 (EST)
v差す,,,,,,,,Fri May 15 2015 10:22:39 GMT-0400 (EDT)
v遠視,,,,,,,,Fri May 15 2015 10:28:09 GMT-0400 (EDT)
v警視庁,,,,,,,,Fri May 15 2015 10:42:18 GMT-0400 (EDT)
v差別,,,,,,,,Sun Feb 15 2015 10:51:36 GMT-0500 (EST)
v近視,,,,,,,,Sun Feb 15 2015 10:51:47 GMT-0500 (EST)
v環境,,,,,,,,Tue Aug 20 2019 23:14:55 GMT-0400 (EDT)
v交差点,,,,,,,,Sun Feb 15 2015 10:53:10 GMT-0500 (EST)
v無視する,,,,,,,,Wed Sep 16 2015 10:32:39 GMT-0400 (EDT)
v所載,,,,,,,,Sun Feb 15 2015 10:54:17 GMT-0500 (EST)
v触角,,,,,,,,Fri May 15 2015 10:34:58 GMT-0400 (EDT)
v境界,,,,,,,,Sun Feb 15 2015 10:55:21 GMT-0500 (EST)
v女,,Your grandma is a kind old <b>woman</b> that goes by the name <u>Onna</u> (おんな).,,0,,c,,Mon Aug 31 2020 03:48:57 GMT-0400 (EDT)
v一つ,,,,,,,,Mon Jul 16 2018 16:08:33 GMT-0400 (EDT)
v専攻,,,,,,,,Sun Feb 15 2015 11:47:54 GMT-0500 (EST)
v憲政,,,,,,,,Wed Feb 25 2015 16:31:04 GMT-0500 (EST)
v限る,,,,,,,redfr:8345,Sun Feb 12 2017 17:43:19 GMT-0500 (EST)
v促す,,,,,,,,Sun Feb 15 2015 12:17:17 GMT-0500 (EST)
v延期する,,,,,,,,Thu Feb 19 2015 02:29:27 GMT-0500 (EST)
v安全,,,,,,,redfr:8489,Sat Nov 18 2017 06:07:15 GMT-0500 (EST)
v千円札,,,,,,,,Mon May 06 2019 08:47:22 GMT-0400 (EDT)
v必死,,,,,,,,Thu Mar 12 2020 09:13:47 GMT-0400 (EDT)
k謎,,,,,,,,Sun Feb 15 2015 12:51:59 GMT-0500 (EST)
v降参する,,,,,,,redfr:3487,Sun Feb 15 2015 12:52:01 GMT-0500 (EST)
v荒れる,,,,,,,,Sun Feb 15 2015 12:52:22 GMT-0500 (EST)
k較,,,,,,,redfr:8367,Thu Feb 23 2017 02:01:20 GMT-0500 (EST)
k娯,,,,,,,,Sun Feb 15 2015 12:53:30 GMT-0500 (EST)
v襲撃,,,,,,,,Sun Feb 15 2015 12:53:34 GMT-0500 (EST)
k棄,,,,,,,redfr:3492,Sun Feb 15 2015 12:53:36 GMT-0500 (EST)
v異性,,,,,,,,Sun Feb 15 2015 12:53:52 GMT-0500 (EST)
k漁,,,,,,,,Sun Feb 15 2015 12:53:56 GMT-0500 (EST)
v蜜,,,,,,,redfr:3495,Sun Feb 15 2015 12:53:59 GMT-0500 (EST)
k闘,,,,,,,,Sun Feb 15 2015 12:54:04 GMT-0500 (EST)
v石炭,,,,,,,,Tue Sep 10 2019 00:46:08 GMT-0400 (EDT)
v昇進,,,,,,,,Sun Feb 15 2015 12:54:13 GMT-0500 (EST)
v口紅,,,,,,,,Sun Feb 15 2015 12:54:27 GMT-0500 (EST)
v揚げ,,,,,,,,Sun Feb 15 2015 12:54:33 GMT-0500 (EST)
v戸籍,,,,,,,,Fri Mar 06 2015 07:08:56 GMT-0500 (EST)
v曲がる,,,,,,,,Thu Jul 30 2020 11:45:03 GMT-0400 (EDT)
v曲げる,,,,,,,,Thu Jul 23 2020 20:34:14 GMT-0400 (EDT)
v全く,,"I'm not <span class=""highlight-vocabulary"">entirely</span> sure what's the <span class=""highlight-reading"">matter</span>.",,0,,c,,Sun May 31 2020 11:38:12 GMT-0400 (EDT)
k研,,,,,,,,Mon Nov 06 2017 16:05:30 GMT-0500 (EST)
v衛生,,,,,,,,Sun Feb 15 2015 13:06:12 GMT-0500 (EST)
v飼う,,,,,,,,Sun Feb 15 2015 13:07:41 GMT-0500 (EST)
v志望,,,,,,,,Tue Sep 01 2015 04:53:48 GMT-0400 (EDT)
v恩人,,,,,,,,Sun Feb 15 2015 13:09:17 GMT-0500 (EST)
v社会党,,,,,,,,Sun Feb 15 2015 13:10:33 GMT-0500 (EST)
v緊張する,,,,,,,,Sun Feb 22 2015 13:34:32 GMT-0500 (EST)
v巣立ち,,,,,,,,Sun Feb 15 2015 13:13:52 GMT-0500 (EST)
v賛成,,,,,,,,Sun Feb 15 2015 13:14:34 GMT-0500 (EST)
v貧乏人,,,,,,,,Sun Feb 15 2015 13:15:43 GMT-0500 (EST)
v監督,,,,,,,,Sun Feb 15 2015 13:16:51 GMT-0500 (EST)
v幽霊,,,,,,,,Fri Feb 14 2020 07:48:58 GMT-0500 (EST)
k猛,,,,,,,,Tue Jul 14 2020 12:35:37 GMT-0400 (EDT)
v脅迫,,,,,,,,Sun Feb 15 2015 14:10:07 GMT-0500 (EST)
k峰,,,,,,,,Sun Feb 15 2015 13:23:10 GMT-0500 (EST)
v織物,,,,,,,,Sun Feb 15 2015 13:41:27 GMT-0500 (EST)
v理不尽,,,,,,,,Sun Feb 15 2015 13:23:36 GMT-0500 (EST)
k沼,,,,,,,,Sun Feb 15 2015 13:24:01 GMT-0500 (EST)
v瞬時,,,,,,,,Fri Jul 17 2015 21:06:42 GMT-0400 (EDT)
v架設,,,,,,,,Sun Feb 15 2015 14:27:35 GMT-0500 (EST)
v電話帳,,,,,,,,Sun Feb 15 2015 13:24:45 GMT-0500 (EST)
v締まる,,,,,,,,Sun Feb 15 2015 13:45:16 GMT-0500 (EST)
v瞬き,,,,,,,,Tue Feb 17 2015 13:30:55 GMT-0500 (EST)
k略,,,,,,,,Sun Feb 15 2015 13:25:04 GMT-0500 (EST)
v誇大,,,,,,,,Sun Feb 15 2015 14:08:44 GMT-0500 (EST)
v好奇心,,,,,,,,Sun Feb 15 2015 13:25:18 GMT-0500 (EST)
k催,,,,,,,,Sun Feb 15 2015 13:25:57 GMT-0500 (EST)
v怒気,,,,,,,,Sun Feb 15 2015 13:27:02 GMT-0500 (EST)
v老眼,,,,,,,,Sun Feb 15 2015 13:27:08 GMT-0500 (EST)
v逆,,,,,,,redfr:3534,Sun Feb 15 2015 13:27:11 GMT-0500 (EST)
v訪れる,,,,,,,,Tue Mar 03 2015 13:28:44 GMT-0500 (EST)
k宴,,,,,,,,Tue Feb 17 2015 14:05:04 GMT-0500 (EST)
k砕,,,,,,,,Sun Feb 15 2015 14:20:57 GMT-0500 (EST)
v睡眠薬,,,,,,,,Sun Feb 15 2015 13:29:14 GMT-0500 (EST)
v自衛,,,,,,,redfr:3539,Sun Feb 15 2015 13:29:17 GMT-0500 (EST)
v未遂,,,,,,,redfr:3540,Sun Feb 15 2015 13:29:19 GMT-0500 (EST)
v休憩所,,,,,,,,Sun Feb 15 2015 14:31:45 GMT-0500 (EST)
v構える,,,,,,,redfr:3542,Sun Feb 15 2015 13:29:32 GMT-0500 (EST)
v漏らす,,,,,,,redfr:3543,Sun Feb 15 2015 13:29:34 GMT-0500 (EST)
v怒り,,,,,,,,Sun Feb 15 2015 13:30:19 GMT-0500 (EST)
v衛星,,,,,,,,Sat Mar 07 2015 16:39:37 GMT-0500 (EST)
k扉,,,,,,,,Tue Nov 19 2019 23:28:47 GMT-0500 (EST)
v逆説,,,,,,,,Sun Feb 15 2015 13:45:55 GMT-0500 (EST)
v眠る,,,,,,,,Sun Feb 15 2015 13:30:59 GMT-0500 (EST)
v政党,,,,,,,,Sun Mar 08 2015 03:57:26 GMT-0400 (EDT)
v綺麗,,,,,,,,Sun Feb 15 2015 13:32:11 GMT-0500 (EST)
v痛み止め,,,,,,,,Sun Feb 15 2015 13:34:37 GMT-0500 (EST)
k街,,,,,,,,Sun Feb 15 2015 13:34:57 GMT-0500 (EST)
v痛み,,,,,,,,Sun Feb 15 2015 13:36:04 GMT-0500 (EST)
v道に迷う,,,,,,,,Sun Feb 15 2015 13:36:10 GMT-0500 (EST)
v清潔,,,,,,,,Sun May 10 2015 05:44:57 GMT-0400 (EDT)
v痛む,,,,,,,,Sun Feb 15 2015 13:40:56 GMT-0500 (EST)
v巨人,,,,,,,,Tue Feb 17 2015 13:53:01 GMT-0500 (EST)
v不潔,,,,,,,,Sun Feb 15 2015 13:43:25 GMT-0500 (EST)
v奇数,,,,,,,,Sun Feb 15 2015 13:44:09 GMT-0500 (EST)
v極めて,,,,,,,,Sun Feb 15 2015 13:44:54 GMT-0500 (EST)
v招き猫,,,,,,,,Sun Feb 15 2015 13:47:39 GMT-0500 (EST)
v貸し,,,,,,,,Sun Feb 15 2015 13:48:23 GMT-0500 (EST)
k娘,,,,,,,,Sun Feb 15 2015 13:53:05 GMT-0500 (EST)
k航,,,,,,,,Sun Feb 15 2015 13:53:14 GMT-0500 (EST)
v腹が減った,,,,,,,,Sun Feb 15 2015 13:53:27 GMT-0500 (EST)
k江,,,,,,,,Sun Feb 22 2015 00:36:21 GMT-0500 (EST)
k積,,,,,,,,Sun Feb 15 2015 13:55:22 GMT-0500 (EST)
k怖,,,,,,,,Sun Feb 15 2015 13:55:54 GMT-0500 (EST)
k添,,,,,,,,Sun Feb 15 2015 13:56:42 GMT-0500 (EST)
k宗,,,,,,,,Wed Feb 28 2018 10:11:03 GMT-0500 (EST)
k閣,,,,,,,,Sun Feb 15 2015 13:57:10 GMT-0500 (EST)
v不健康,,,,,,,,Sun Feb 15 2015 13:57:39 GMT-0500 (EST)
k詰,,,,,,,,Sun Feb 15 2015 13:57:50 GMT-0500 (EST)
v奇妙,,"For the people who watch jojo, this is the ""bizzare"" in ""jojo's bizzare adventure"". ジョジョの<span class=""highlight-vocabulary"">奇妙</span>な冒険.",,0,,c,,Mon Sep 07 2020 12:34:26 GMT-0400 (EDT)
v誘惑する,,,,,,,,Sun Feb 15 2015 13:59:30 GMT-0500 (EST)
k滴,,,,,,,,Sun Feb 15 2015 13:59:35 GMT-0500 (EST)
v挑む,,,,,,,,Thu Feb 26 2015 11:33:42 GMT-0500 (EST)
v塗る,,,,,,,,Sun Feb 15 2015 13:59:54 GMT-0500 (EST)
v貯蓄,,,,,,,redfr:3579,Sun Feb 15 2015 13:59:54 GMT-0500 (EST)
v助かる,,,,,,,,Thu May 09 2019 07:43:05 GMT-0400 (EDT)
v鳩,,,,,,,,Sun Feb 15 2015 14:01:18 GMT-0500 (EST)
vお盆,,,,,,,,Sun Feb 15 2015 14:01:28 GMT-0500 (EST)
k墜,,,,,,,,Sun Feb 15 2015 14:03:19 GMT-0500 (EST)
v塗布,,,,,,,,Sun Feb 15 2015 14:03:23 GMT-0500 (EST)
v病棟,,,,,,,,Sun Feb 15 2015 14:04:27 GMT-0500 (EST)
k帽,,,,,,,,Sun Feb 15 2015 14:04:32 GMT-0500 (EST)
v塗装,,,,,,,,Sun Feb 15 2015 14:05:44 GMT-0500 (EST)
v帝,,,,,,,,Thu Jul 16 2015 10:53:51 GMT-0400 (EDT)
v溶岩,,,,,,,,Sun Feb 15 2015 14:07:34 GMT-0500 (EST)
v土俵,,,,,,,,Sun Feb 15 2015 14:07:52 GMT-0500 (EST)
v塾生,,,,,,,,Sun Feb 15 2015 14:08:00 GMT-0500 (EST)
k治,,,,,,,,Sat Oct 28 2017 05:52:39 GMT-0400 (EDT)
v老婆,,,,,,,,Sun Feb 15 2015 14:09:17 GMT-0500 (EST)
k辞,,,,,,,redfr:8586,Mon Dec 02 2019 20:54:41 GMT-0500 (EST)
k幸,,,,,,,,Sun Feb 15 2015 14:09:30 GMT-0500 (EST)
k典,,,,,,,redfr:8472,Sat Jun 24 2017 09:37:47 GMT-0400 (EDT)
k幣,,,,,,,,Sun Feb 15 2015 14:09:38 GMT-0500 (EST)
v潟,,,,,,,,Wed Feb 18 2015 08:23:36 GMT-0500 (EST)
v斜め,,,,,,,,Sun Feb 15 2015 14:09:55 GMT-0500 (EST)
k政,,,,,,,,Sun Feb 11 2018 05:42:07 GMT-0500 (EST)
k係,,,,,,,,Sat Sep 17 2016 16:33:17 GMT-0400 (EDT)
k欺,,,,,,,,Mon Dec 21 2015 07:39:24 GMT-0500 (EST)
k冗,,,,,,,,Sun Feb 15 2015 14:10:38 GMT-0500 (EST)
k存,,,,,,,,Sun Feb 15 2015 14:10:43 GMT-0500 (EST)
k弁,,,,,,,,Fri Jun 29 2018 22:24:30 GMT-0400 (EDT)
v後ろ盾,,,,,,,,Sun Feb 15 2015 14:10:52 GMT-0500 (EST)
k守,,,,,,,,Fri Jun 29 2018 12:47:25 GMT-0400 (EDT)
v寸暇,,,,,,,,Sun Feb 15 2015 14:11:05 GMT-0500 (EST)
v湿らせる,,,,,,,redfr:3609,Sun Feb 15 2015 14:11:08 GMT-0500 (EST)
vこの前,!,,,,c,,,Thu Jun 25 2020 00:10:11 GMT-0400 (EDT)
v瞬く,,,,,,,,Sun Feb 15 2015 14:11:25 GMT-0500 (EST)
v吾輩,,,,,,,,Sun Feb 15 2015 14:11:41 GMT-0500 (EST)
v貨幣価値,,,,,,,,Sun Feb 15 2015 14:11:46 GMT-0500 (EST)
v忍耐,,,,,,,,Sun Feb 15 2015 14:11:52 GMT-0500 (EST)
v嫁ぐ,,,,,,,,Sun Feb 15 2015 14:11:57 GMT-0500 (EST)
v猿,,,,,,,,Sun Feb 15 2015 14:12:09 GMT-0500 (EST)
v鈍い,,,,,,,,Sun Feb 15 2015 14:12:12 GMT-0500 (EST)
v円弧,,,,,,,,Sun Feb 15 2015 14:12:21 GMT-0500 (EST)
v歳入,,,,,,,,Sun Feb 15 2015 14:12:50 GMT-0500 (EST)
v斬る,,,,,,,,Sun Feb 15 2015 14:13:19 GMT-0500 (EST)
k炉,,,,,,,,Wed Jan 03 2018 01:41:42 GMT-0500 (EST)
k扇,,,,,,,,Sun Feb 15 2015 14:14:30 GMT-0500 (EST)
v平穏,,,,,,,,Sun Feb 15 2015 14:15:36 GMT-0500 (EST)
v歳暮,,,,,,,,Sun Feb 15 2015 14:15:57 GMT-0500 (EST)
k距,,,,,,,,Sun Feb 15 2015 14:16:49 GMT-0500 (EST)
k関,"Heaven represents heaven, horns represent hell! The gates of heaven and hell are all CONNECTED afterall.",,1,,c,,,Sat Mar 21 2020 01:41:34 GMT-0400 (EDT)
k荷,!,,,,blupiac,,,Wed Jul 20 2016 17:00:58 GMT-0400 (EDT)
k門,,,,,,,,Sun Feb 15 2015 14:17:32 GMT-0500 (EST)
k書,"Your paint<span class=""highlight-radical"">brush</span> has the power of the <span class=""highlight-radical"">sun</span> inside of it. This is one legendary writing tool! Imagine holding it, feeling the vibrations of the sun's energy coarsing through the bristles. As you draw it across the page, pure sunlight spills out from the inkwell and makes a sizzling, crackling noise. Wow!",,3,,gcr,,,Sun Nov 04 2018 00:36:39 GMT-0400 (EDT)
v泡,,,,,,,,Sun Feb 15 2015 14:18:04 GMT-0500 (EST)
k喜,,,,,,,,Wed Jun 12 2019 19:10:34 GMT-0400 (EDT)
k塀,,,,,,,,Tue Nov 19 2019 23:13:54 GMT-0500 (EST)
v錬金術,,,,,,,,Sun Feb 15 2015 14:18:26 GMT-0500 (EST)
k危,,,,,,,,Fri Jun 15 2018 06:39:05 GMT-0400 (EDT)
v麻,,,,,,,,Tue Nov 19 2019 23:16:34 GMT-0500 (EST)
v阻害,,,,,,,,Thu Jul 16 2015 10:56:34 GMT-0400 (EDT)
k掌,,,,,,,,Sun Feb 15 2015 14:18:51 GMT-0500 (EST)
k滋,,,,,,,,Sun Feb 15 2015 14:19:02 GMT-0500 (EST)
k品,,,,,,,redfr:3642,Sun Feb 15 2015 14:19:05 GMT-0500 (EST)
v阻む,,,,,,,,Sun Feb 15 2015 14:19:19 GMT-0500 (EST)
v騎手,,,,,,,,Sun Feb 15 2015 14:19:53 GMT-0500 (EST)
v嫁,,,,,,,,Sun Feb 15 2015 14:20:27 GMT-0500 (EST)
v潜る,,,,,,,,Fri Dec 04 2015 10:01:31 GMT-0500 (EST)
v憎らしい,,,,,,,,Sun Feb 15 2015 14:23:56 GMT-0500 (EST)
v碁,,,,,,,,Sun Feb 15 2015 14:24:10 GMT-0500 (EST)
v花柳界,,,,,,,,Sun Feb 15 2015 14:24:15 GMT-0500 (EST)
v始める,,"One of the first things you learn in Japanese is はじめまして. The past polite form of ""to begin"" is はじめました. Very similar right?",,0,,c,,Thu Jun 18 2020 13:59:44 GMT-0400 (EDT)
v騎士,,,,,,,,Sun Feb 15 2015 14:25:15 GMT-0500 (EST)
v和風,,,,,,,redfr:8489,Thu Nov 09 2017 16:29:37 GMT-0500 (EST)
v綿布,,,,,,,,Tue Nov 19 2019 23:39:15 GMT-0500 (EST)
v発泡,,,,,,,,Sun Feb 15 2015 14:27:06 GMT-0500 (EST)
k巾,,,,,,,,Sun Feb 15 2015 14:27:13 GMT-0500 (EST)
k潮,,,,,,,,Sun Feb 15 2015 14:27:38 GMT-0500 (EST)
v憩い,,,,,,,,Sun Feb 15 2015 14:29:03 GMT-0500 (EST)
v白菊,,,,,,,,Sun Feb 15 2015 14:30:08 GMT-0500 (EST)
k粧,,,,,,,,Tue Jul 14 2020 12:35:24 GMT-0400 (EDT)
k芯,,,,,,,redfr:3662,Sun Feb 15 2015 14:30:17 GMT-0500 (EST)
v廃れる,,,,,,,,Sun Feb 15 2015 14:30:28 GMT-0500 (EST)
v歳月,,,,,,,,Sun Feb 15 2015 14:30:52 GMT-0500 (EST)
v万歳,,,,,,,,Sun Feb 15 2015 14:31:39 GMT-0500 (EST)
v魔法,,,,,,,,Thu Jul 16 2015 10:51:03 GMT-0400 (EDT)
v鍛錬,,,,,,,,Sun Feb 15 2015 14:36:21 GMT-0500 (EST)
v零下,,,,,,,,Sun Feb 15 2015 14:33:07 GMT-0500 (EST)
v彩る,,,,,,,,Sun Feb 15 2015 14:33:48 GMT-0500 (EST)
v書架,,,,,,,,Wed Aug 12 2015 08:15:44 GMT-0400 (EDT)
k滅,,,,,,,,Sun Feb 15 2015 14:35:18 GMT-0500 (EST)
k詐,,,,,,,,Sun Feb 15 2015 14:35:21 GMT-0500 (EST)
v歯を磨く,,,,,,,,Sun Feb 15 2015 14:35:32 GMT-0500 (EST)
k欠,,,,,,,,Thu May 09 2019 07:35:53 GMT-0400 (EDT)
v日欧,,,,,,,,Sun Feb 15 2015 14:43:11 GMT-0500 (EST)
k朝,,,,,,,,Fri Apr 05 2019 08:11:12 GMT-0400 (EDT)
v官僚,,,,,,,,Mon Feb 23 2015 11:09:51 GMT-0500 (EST)
k懐,,,,,,,redfr:3678,Sun Feb 15 2015 14:43:19 GMT-0500 (EST)
v日韓,,,,,,,,Sun Feb 15 2015 14:43:48 GMT-0500 (EST)
k乏,,,,,,,,Wed Apr 08 2015 10:08:13 GMT-0400 (EDT)
v中欧,,,,,,,,Sun Feb 15 2015 14:44:16 GMT-0500 (EST)
v欧米,,,,,,,,Sun Feb 15 2015 14:44:31 GMT-0500 (EST)
k遊,,,,,,,,Sun Feb 15 2015 14:44:45 GMT-0500 (EST)
k覧,,,,,,,redfr:3684,Sun Feb 15 2015 14:44:47 GMT-0500 (EST)
v乾杯,,,,,,,,Sun Feb 15 2015 14:46:17 GMT-0500 (EST)
v官僚的,,,,,,,,Sun Feb 15 2015 14:45:33 GMT-0500 (EST)
v研修生,,,,,,,,Sun Feb 15 2015 14:46:27 GMT-0500 (EST)
v緊張,,,,,,,,Sun Feb 15 2015 14:49:55 GMT-0500 (EST)
k購,,,,,,,,Sun Feb 15 2015 14:48:41 GMT-0500 (EST)
v乾く,,,,,,,,Sun Feb 15 2015 14:50:40 GMT-0500 (EST)
k騒,,,,,,,,Wed Feb 18 2015 13:53:40 GMT-0500 (EST)
k版,,,,,,,,Thu May 07 2015 16:08:08 GMT-0400 (EDT)
v登録する,,,,,,,,Sun Feb 15 2015 14:50:59 GMT-0500 (EST)
k枕,,,,,,,,Sun Feb 15 2015 14:51:09 GMT-0500 (EST)
v乾季,,,,,,,redfr:3696,Sun Feb 15 2015 14:51:11 GMT-0500 (EST)
k詳,,,,,,,,Sun Feb 15 2015 14:52:09 GMT-0500 (EST)
k必,"<b>If a  flock hits (ひつ) a vampire’s heart, it means certain death.</b>",,0,,c,,,Sat Dec 21 2019 22:58:27 GMT-0500 (EST)
v対する,,,,,,,redfr:8472,Mon May 22 2017 13:51:48 GMT-0400 (EDT)
v目次,,,,,,,,Sun Mar 01 2020 08:01:03 GMT-0500 (EST)
v名曲,,,,,,,,Thu Oct 03 2019 06:56:33 GMT-0400 (EDT)
v平和,,,,,,,,Mon Nov 06 2017 15:48:57 GMT-0500 (EST)
v所,,!,,,,c,,Fri Oct 11 2019 23:07:50 GMT-0400 (EDT)
v平安,,,,,,,,Sat Oct 03 2020 01:20:14 GMT-0400 (EDT)
v切れる,"Dude being CUT with a KEY!! き .. Man that would  suck. Key's are normally kinda blunt, so there would have to be an awful amount of force involved to get that き to pierce open your skin and kill you..",You have been a victim of attempted murder. You shout:<b> KiReR! u!</b>,1,0,c,c,,Wed Nov 25 2020 05:25:00 GMT-0500 (EST)
v号,,,,,,,,Mon May 06 2019 08:46:42 GMT-0400 (EDT)
k糸,,,,,,,,Fri Apr 03 2020 20:42:25 GMT-0400 (EDT)
v大した,,,,,,,,Sun Oct 06 2019 02:48:42 GMT-0400 (EDT)
v分かる,,,,,,,,Sun Feb 10 2019 01:37:40 GMT-0500 (EST)
v分ける,,,,,,,,Sun Feb 10 2019 01:35:59 GMT-0500 (EST)
v未来,,,,,,,,Sun Feb 15 2015 16:09:04 GMT-0500 (EST)
